Date;Price;Open;High;Low;Vol.;Change %
Jan 22, 2014;7,820.45;7612.19;7,821.07;7,597.44;12.17K;2.99%
Jan 21, 2014;7,593.43;7528.79;7,641.60;7,528.79;6.26K;0.92%
Jan 20, 2014;7,524.33;7526.70;7,573.80;7,477.78;6.63K;-0.27%
Jan 17, 2014;7,544.56;7637.68;7,659.57;7,541.27;7.13K;-1.60%
Jan 16, 2014;7,667.22;7677.98;7,724.40;7,647.28;8.59K;-0.02%
Jan 15, 2014;7,668.80;7660.66;7,697.03;7,614.52;8.25K;0.04%
Jan 14, 2014;7,665.77;7568.60;7,666.52;7,543.37;10.11K;1.23%
Jan 13, 2014;7,572.56;7646.46;7,697.52;7,521.19;8.18K;-0.99%
Jan 10, 2014;7,648.04;7723.74;7,732.04;7,644.92;8.06K;-1.27%
Jan 09, 2014;7,746.74;7774.65;7,875.59;7,740.85;10.51K;-0.71%
Jan 08, 2014;7,802.14;7816.98;7,901.22;7,770.38;8.14K;-0.05%
Jan 07, 2014;7,806.31;7760.96;7,848.36;7,752.56;6.49K;-0.16%
Jan 06, 2014;7,818.46;8013.37;8,013.37;7,790.90;10.01K;-2.61%
Jan 03, 2014;8,028.33;8077.48;8,094.96;7,995.59;9.07K;-1.06%
Jan 02, 2014;8,114.39;8083.77;8,124.56;8,048.27;7.20K;-0.09%
Dec 31, 2013;8,121.79;7968.45;8,129.26;7,959.28;8.32K;1.53%
Dec 30, 2013;7,999.30;8074.69;8,080.70;7,988.90;8.05K;-0.62%
Dec 27, 2013;8,048.85;7911.23;8,092.77;7,893.76;9.14K;1.92%
Dec 26, 2013;7,897.32;8067.29;8,071.73;7,887.37;8.63K;-2.46%
Dec 25, 2013;8,096.37;8038.21;8,119.95;7,997.36;9.79K;0.86%
Dec 24, 2013;8,027.43;8017.25;8,125.49;7,958.37;7.08K;0.47%
Dec 23, 2013;7,989.51;7991.34;8,023.16;7,903.08;7.09K;0.29%
Dec 20, 2013;7,966.72;8169.22;8,175.40;7,966.72;10.69K;-2.22%
Dec 19, 2013;8,147.70;8263.69;8,276.94;8,143.78;7.08K;-1.08%
Dec 18, 2013;8,236.95;8220.33;8,259.08;8,194.00;6.13K;0.29%
Dec 17, 2013;8,213.43;8282.26;8,292.59;8,207.32;6.63K;-0.72%
Dec 16, 2013;8,272.67;8441.11;8,446.34;8,271.86;10.08K;-1.86%
Dec 13, 2013;8,429.82;8323.40;8,467.28;8,317.34;7.29K;0.35%
Dec 12, 2013;8,400.65;8391.76;8,443.79;8,360.77;7.06K;-0.11%
Dec 11, 2013;8,409.80;8496.44;8,497.86;8,365.62;10.40K;-1.69%
Dec 10, 2013;8,554.17;8534.34;8,597.19;8,510.00;13.52K;0.40%
Dec 09, 2013;8,519.67;8562.34;8,593.67;8,487.89;8.72K;-0.08%
Dec 06, 2013;8,526.68;8555.39;8,586.15;8,491.62;9.47K;-0.40%
Dec 05, 2013;8,560.79;8598.42;8,629.20;8,545.04;13.07K;-0.47%
Dec 04, 2013;8,600.82;8482.40;8,648.01;8,460.06;14.70K;1.28%
Dec 03, 2013;8,492.52;8353.79;8,514.92;8,340.21;10.49K;1.38%
Dec 02, 2013;8,376.64;8461.49;8,593.99;8,355.99;17.06K;-1.94%
Nov 29, 2013;8,542.61;8552.18;8,573.35;8,520.11;9.82K;-0.07%
Nov 28, 2013;8,548.37;8471.26;8,630.38;8,463.89;15.05K;1.19%
Nov 27, 2013;8,447.46;8353.08;8,478.31;8,347.81;10.75K;0.98%
Nov 26, 2013;8,365.35;8364.52;8,408.61;8,337.19;8.50K;-0.17%
Nov 25, 2013;8,379.55;8351.83;8,479.57;8,340.33;10.90K;-0.40%
Nov 22, 2013;8,413.34;8496.48;8,508.60;8,405.46;13.73K;-0.69%
Nov 21, 2013;8,472.02;8469.53;8,501.65;8,353.67;15.06K;-0.45%
Nov 20, 2013;8,510.68;8546.40;8,564.21;8,435.77;11.81K;0.58%
Nov 19, 2013;8,461.21;8517.12;8,521.25;8,430.73;11.28K;-0.73%
Nov 18, 2013;8,523.75;8356.91;8,526.70;8,328.86;15.38K;2.62%
Nov 15, 2013;8,305.91;8163.95;8,418.73;8,162.78;13.58K;1.83%
Nov 14, 2013;8,156.53;8131.64;8,162.62;8,054.96;9.18K;0.56%
Nov 13, 2013;8,110.99;8221.13;8,227.99;8,103.49;8.77K;-2.03%
Nov 12, 2013;8,279.31;8179.03;8,298.67;8,167.47;9.84K;1.35%
Nov 11, 2013;8,168.67;8142.39;8,208.91;8,082.24;7.95K;0.16%
Nov 08, 2013;8,155.40;8185.61;8,250.04;8,126.80;9.31K;-1.03%
Nov 07, 2013;8,240.25;8277.89;8,300.76;8,187.05;9.49K;-0.57%
Nov 06, 2013;8,287.86;8409.87;8,434.95;8,285.85;10.68K;-1.94%
Nov 05, 2013;8,451.73;8357.57;8,460.18;8,269.73;10.45K;0.41%
Nov 04, 2013;8,416.93;8493.31;8,524.48;8,395.30;9.04K;-0.41%
Nov 01, 2013;8,451.72;8433.76;8,493.38;8,370.87;11.92K;0.09%
Oct 31, 2013;8,444.41;8516.15;8,549.76;8,428.36;18.28K;-1.27%
Oct 30, 2013;8,553.37;8402.65;8,559.77;8,377.96;17.85K;1.84%
Oct 29, 2013;8,398.92;8352.17;8,504.57;8,214.54;22.64K;0.75%
Oct 28, 2013;8,336.68;8398.25;8,411.81;8,297.66;14.55K;-0.51%
Oct 25, 2013;8,379.61;8488.34;8,570.28;8,325.86;15.53K;-1.26%
Oct 24, 2013;8,486.52;8486.11;8,550.86;8,423.95;12.38K;-0.31%
Oct 23, 2013;8,512.96;8640.80;8,719.63;8,492.69;17.95K;-1.24%
Oct 22, 2013;8,619.64;8727.67;8,744.80;8,596.02;18.33K;-1.37%
Oct 21, 2013;8,739.52;8608.93;8,742.04;8,571.79;15.79K;1.80%
Oct 18, 2013;8,584.87;8529.56;8,629.55;8,493.94;10.17K;0.75%
Oct 17, 2013;8,521.20;8583.93;8,614.95;8,503.85;11.31K;-0.25%
Oct 16, 2013;8,542.87;8664.75;8,690.38;8,499.59;14.53K;-1.81%
Oct 15, 2013;8,700.34;8756.82;8,765.55;8,627.09;13.72K;-0.68%
Oct 14, 2013;8,760.10;8736.76;8,815.75;8,707.32;15.30K;0.25%
Oct 11, 2013;8,737.97;8722.42;8,773.18;8,661.40;16.73K;0.60%
Oct 10, 2013;8,685.79;8684.64;8,727.14;8,605.42;17.05K;0.21%
Oct 09, 2013;8,667.77;8645.63;8,675.59;8,601.97;11.74K;-0.16%
Oct 08, 2013;8,681.53;8505.11;8,707.05;8,461.57;15.53K;1.96%
Sep 30, 2013;8,514.57;8485.65;8,544.74;8,461.66;10.70K;0.50%
Sep 27, 2013;8,472.29;8442.14;8,515.14;8,425.62;11.24K;0.39%
Sep 26, 2013;8,439.47;8578.14;8,612.33;8,415.43;13.69K;-2.02%
Sep 25, 2013;8,613.71;8642.49;8,707.50;8,587.37;15.06K;-0.59%
Sep 24, 2013;8,664.80;8718.16;8,718.27;8,564.83;15.98K;-0.62%
Sep 23, 2013;8,719.29;8503.92;8,722.59;8,503.92;13.18K;2.81%
Sep 18, 2013;8,480.74;8463.02;8,524.34;8,405.23;10.50K;-0.15%
Sep 17, 2013;8,493.78;8652.50;8,652.50;8,493.66;15.10K;-1.91%
Sep 16, 2013;8,659.00;8706.38;8,722.49;8,627.32;14.72K;-0.33%
Sep 13, 2013;8,687.54;8709.05;8,766.70;8,676.59;15.51K;-0.31%
Sep 12, 2013;8,714.88;8648.66;8,766.35;8,627.81;21.37K;0.45%
Sep 11, 2013;8,675.62;8636.71;8,722.39;8,622.26;30.89K;0.45%
Sep 10, 2013;8,636.63;8535.54;8,636.63;8,498.38;23.44K;1.55%
Sep 09, 2013;8,504.74;8334.42;8,537.92;8,319.10;22.77K;2.71%
Sep 06, 2013;8,280.33;8277.14;8,354.31;8,256.11;10.26K;-0.07%
Sep 05, 2013;8,286.06;8352.00;8,364.07;8,274.19;10.70K;-0.71%
Sep 04, 2013;8,344.96;8354.49;8,400.81;8,330.52;14.20K;-0.28%
Sep 03, 2013;8,368.04;8257.46;8,374.31;8,245.01;14.23K;1.51%
Sep 02, 2013;8,243.58;8214.94;8,269.82;8,148.17;13.65K;0.50%
Aug 30, 2013;8,202.48;8197.19;8,290.39;8,163.11;13.19K;-0.15%
Aug 29, 2013;8,214.49;8287.24;8,306.32;8,177.29;9.88K;-0.54%
Aug 28, 2013;8,259.38;8286.89;8,338.29;8,197.40;13.31K;-0.99%
Aug 27, 2013;8,341.77;8325.97;8,352.40;8,280.72;10.34K;0.09%
Aug 26, 2013;8,334.57;8200.16;8,346.70;8,180.28;11.99K;2.06%
Aug 23, 2013;8,166.28;8281.18;8,307.02;8,045.80;13.85K;-0.96%
Aug 22, 2013;8,245.04;8223.30;8,325.77;8,202.05;10.93K;0.11%
Aug 21, 2013;8,236.09;8264.72;8,268.65;8,174.22;13.20K;0.02%
Aug 20, 2013;8,234.56;8269.82;8,357.73;8,192.84;13.35K;-0.62%
Aug 19, 2013;8,285.72;8110.80;8,319.53;8,104.41;14.14K;1.44%
Aug 16, 2013;8,168.09;8204.12;8,476.05;8,152.69;20.71K;-0.74%
Aug 15, 2013;8,228.87;8342.63;8,383.59;8,225.78;10.75K;-1.29%
Aug 14, 2013;8,336.81;8375.03;8,467.78;8,303.41;15.62K;-0.31%
Aug 13, 2013;8,362.65;8353.26;8,366.67;8,290.22;14.12K;0.07%
Aug 12, 2013;8,356.73;8181.95;8,357.82;8,173.76;17.30K;2.59%
Aug 09, 2013;8,145.97;8158.38;8,214.68;8,061.61;12.11K;0.38%
Aug 08, 2013;8,114.87;8090.66;8,170.72;8,065.63;11.26K;0.23%
Aug 07, 2013;8,096.09;8167.10;8,250.87;8,084.05;15.51K;-0.58%
Aug 06, 2013;8,143.13;8033.67;8,170.50;7,980.40;16.08K;1.03%
Aug 05, 2013;8,060.39;7955.38;8,060.39;7,930.46;10.54K;1.24%
Aug 02, 2013;7,961.47;8023.73;8,084.90;7,957.17;11.75K;0.37%
Aug 01, 2013;7,931.79;7819.45;7,967.03;7,789.93;11.49K;2.14%
Jul 31, 2013;7,765.40;7849.55;7,956.41;7,748.30;11.15K;0.46%
Jul 30, 2013;7,730.17;7690.45;7,858.54;7,619.36;11.37K;0.80%
Jul 29, 2013;7,668.53;7772.16;7,772.16;7,639.16;11.54K;-2.23%
Jul 26, 2013;7,843.36;7845.22;7,905.40;7,787.39;11.68K;-0.65%
Jul 25, 2013;7,894.60;7948.95;7,996.63;7,849.13;14.72K;-0.52%
Jul 24, 2013;7,935.85;7945.28;7,995.32;7,817.91;12.58K;-0.35%
Jul 23, 2013;7,963.70;7737.03;7,998.41;7,726.06;13.62K;3.64%
Jul 22, 2013;7,684.23;7608.68;7,717.72;7,566.75;8.94K;0.26%
Jul 19, 2013;7,663.99;7914.27;7,937.63;7,663.99;14.27K;-3.04%
Jul 18, 2013;7,904.27;8026.61;8,064.02;7,887.36;10.07K;-1.98%
Jul 17, 2013;8,063.80;8161.65;8,215.61;8,055.99;12.96K;-1.50%
Jul 16, 2013;8,186.68;8109.85;8,201.08;8,050.15;14.24K;0.60%
Jul 15, 2013;8,137.77;8072.75;8,247.67;8,003.99;14.41K;1.56%
Jul 12, 2013;8,012.84;8171.01;8,218.19;7,999.44;16.86K;-2.10%
Jul 11, 2013;8,184.77;7858.07;8,281.55;7,849.49;23.84K;4.25%
Jul 10, 2013;7,851.25;7609.40;7,851.25;7,584.12;11.86K;3.30%
Jul 09, 2013;7,600.47;7624.13;7,684.22;7,570.54;7.12K;-0.49%
Jul 08, 2013;7,637.63;7741.41;7,811.00;7,634.29;10.46K;-2.79%
Jul 05, 2013;7,856.59;7852.63;7,968.87;7,852.63;12.26K;0.67%
Jul 04, 2013;7,804.11;7641.45;7,901.91;7,597.26;14.83K;1.30%
Jul 03, 2013;7,703.74;7748.59;7,748.59;7,591.58;12.00K;-0.84%
Jul 02, 2013;7,768.84;7720.77;7,796.56;7,652.66;12.11K;0.65%
Jul 01, 2013;7,718.48;7649.30;7,725.92;7,544.77;11.14K;0.31%
Jun 28, 2013;7,694.47;7508.35;7,841.75;7,479.90;11.67K;1.99%
Jun 27, 2013;7,544.33;7598.93;7,712.40;7,544.33;10.19K;-0.29%
Jun 26, 2013;7,566.40;7544.89;7,591.10;7,409.25;10.80K;0.95%
Jun 25, 2013;7,495.10;7486.83;7,582.37;7,045.60;14.51K;-1.23%
Jun 24, 2013;7,588.52;8115.84;8,115.84;7,558.03;12.54K;-6.73%
Jun 21, 2013;8,136.05;8012.92;8,189.70;7,969.96;8.16K;-0.14%
Jun 20, 2013;8,147.48;8369.04;8,388.43;8,138.57;6.95K;-3.25%
Jun 19, 2013;8,421.24;8428.65;8,431.97;8,257.42;8.38K;-0.59%
Jun 18, 2013;8,470.86;8433.51;8,497.65;8,369.20;6.62K;0.79%
Jun 17, 2013;8,404.50;8500.03;8,521.03;8,357.62;6.82K;-0.88%
Jun 14, 2013;8,479.46;8459.05;8,501.72;8,433.28;6.34K;0.56%
Jun 13, 2013;8,432.42;8642.32;8,642.32;8,362.02;8.54K;-3.78%
Jun 07, 2013;8,763.61;8992.26;9,012.16;8,728.49;8.53K;-2.64%
Jun 06, 2013;9,001.09;9105.43;9,147.63;8,995.71;6.95K;-1.56%
Jun 05, 2013;9,143.44;9133.17;9,147.36;9,066.27;5.65K;0.21%
Jun 04, 2013;9,124.27;9254.63;9,254.63;9,091.62;7.02K;-1.37%
Jun 03, 2013;9,251.24;9259.48;9,345.66;9,227.22;6.26K;-0.07%
May 31, 2013;9,257.95;9397.31;9,429.54;9,256.95;7.20K;-1.29%
May 30, 2013;9,379.19;9388.82;9,427.75;9,340.12;7.35K;-0.27%
May 29, 2013;9,404.40;9456.21;9,511.18;9,398.67;10.75K;-0.39%
May 28, 2013;9,441.69;9263.83;9,441.69;9,199.41;9.55K;1.96%
May 27, 2013;9,260.63;9278.22;9,323.21;9,223.72;6.38K;-0.48%
May 24, 2013;9,304.86;9288.05;9,365.30;9,206.83;7.04K;0.42%
May 23, 2013;9,265.68;9362.73;9,445.40;9,242.46;9.32K;-1.48%
May 22, 2013;9,405.06;9400.79;9,462.02;9,347.93;9.09K;0.02%
May 21, 2013;9,403.53;9314.76;9,403.53;9,292.42;9.04K;1.04%
May 20, 2013;9,307.15;9274.13;9,396.27;9,255.69;11.05K;0.66%
May 17, 2013;9,246.28;9060.53;9,264.21;9,059.25;10.84K;2.04%
May 16, 2013;9,061.33;8838.95;9,061.33;8,791.35;8.93K;2.16%
May 15, 2013;8,869.85;8823.84;8,888.67;8,808.35;6.38K;0.69%
May 14, 2013;8,809.08;9003.47;9,007.22;8,773.80;6.38K;-2.28%
May 13, 2013;9,014.28;9080.10;9,110.45;8,975.70;5.70K;-0.63%
May 10, 2013;9,071.16;9014.57;9,117.30;8,994.44;5.53K;0.23%
May 09, 2013;9,050.08;9071.11;9,101.58;8,959.81;8.34K;-0.27%
May 08, 2013;9,074.84;9081.13;9,170.83;9,039.07;7.17K;0.58%
May 07, 2013;9,022.90;8974.17;9,072.71;8,940.71;7.56K;0.29%
May 06, 2013;8,997.08;8887.22;9,016.42;8,868.53;7.66K;1.69%
May 03, 2013;8,847.67;8736.48;8,967.09;8,736.48;8.05K;1.49%
May 02, 2013;8,718.20;8643.90;8,726.14;8,597.71;6.82K;0.31%
Apr 26, 2013;8,691.39;8809.19;8,857.89;8,667.58;5.49K;-0.93%
Apr 25, 2013;8,772.58;8870.69;8,941.27;8,758.28;7.77K;-1.56%
Apr 24, 2013;8,911.65;8786.42;8,985.02;8,742.19;8.59K;1.35%
Apr 23, 2013;8,793.13;9055.23;9,055.47;8,783.77;8.34K;-2.92%
Apr 22, 2013;9,057.62;9095.73;9,140.45;9,012.72;8.43K;-0.59%
Apr 19, 2013;9,111.19;8910.43;9,142.90;8,903.70;9.49K;2.51%
Apr 18, 2013;8,888.02;8837.25;8,996.63;8,813.05;6.47K;-0.07%
Apr 17, 2013;8,894.37;8852.78;8,917.69;8,819.96;6.66K;0.47%
Apr 16, 2013;8,852.42;8656.23;8,861.21;8,645.18;7.69K;1.36%
Apr 15, 2013;8,733.44;8792.91;8,818.18;8,694.17;6.74K;-1.15%
Apr 12, 2013;8,835.15;8911.38;8,975.44;8,823.83;5.85K;-0.96%
Apr 11, 2013;8,920.71;9017.61;9,036.95;8,915.71;5.47K;-0.46%
Apr 10, 2013;8,962.30;8994.44;9,006.92;8,891.14;7.24K;-0.34%
Apr 09, 2013;8,993.11;8965.62;9,067.25;8,961.88;7.03K;0.44%
Apr 08, 2013;8,953.84;8828.07;8,960.98;8,748.74;8.55K;-0.12%
Apr 03, 2013;8,964.47;9007.65;9,062.11;8,930.99;5.07K;0.04%
Apr 02, 2013;8,960.46;8974.02;9,112.93;8,928.32;6.39K;0.25%
Apr 01, 2013;8,937.75;8901.64;9,000.20;8,884.17;5.67K;0.54%
Mar 29, 2013;8,889.77;8976.08;8,996.43;8,879.29;5.09K;-0.78%
Mar 28, 2013;8,959.26;9099.48;9,099.48;8,946.17;9.09K;-2.88%
Mar 27, 2013;9,225.13;9220.35;9,357.52;9,168.63;6.33K;-0.02%
Mar 26, 2013;9,226.64;9290.05;9,339.35;9,149.14;7.36K;-0.93%
Mar 25, 2013;9,313.13;9368.89;9,393.48;9,279.95;6.93K;-0.32%
Mar 22, 2013;9,343.41;9319.22;9,371.90;9,285.85;7.43K;0.18%
Mar 21, 2013;9,326.29;9315.86;9,382.91;9,263.52;8.11K;0.09%
Mar 20, 2013;9,317.97;9035.65;9,329.72;9,027.82;11.27K;3.14%
Mar 19, 2013;9,034.04;9013.29;9,081.03;8,930.06;6.84K;0.39%
Mar 18, 2013;8,999.02;9048.36;9,152.30;8,975.63;7.52K;-1.10%
Mar 15, 2013;9,099.29;9087.37;9,312.13;8,937.07;10.17K;0.13%
Mar 14, 2013;9,087.25;9029.84;9,137.55;9,009.01;5.87K;0.15%
Mar 13, 2013;9,073.22;9150.95;9,159.14;9,028.76;7.60K;-0.99%
Mar 12, 2013;9,163.64;9268.17;9,396.41;9,082.58;8.52K;-1.22%
Mar 11, 2013;9,277.16;9256.96;9,340.91;9,155.94;6.60K;-0.09%
Mar 08, 2013;9,285.83;9396.85;9,417.30;9,282.53;7.49K;-1.15%
Mar 07, 2013;9,393.69;9409.20;9,506.29;9,268.48;12.08K;-0.40%
Mar 06, 2013;9,431.17;9396.75;9,444.99;9,342.38;12.11K;0.96%
Mar 05, 2013;9,341.35;9138.50;9,353.25;9,085.36;11.82K;2.21%
Mar 04, 2013;9,139.75;9393.73;9,397.82;9,081.44;17.93K;-5.29%
Mar 01, 2013;9,650.14;9630.87;9,679.44;9,497.71;9.49K;0.09%
Feb 28, 2013;9,641.44;9393.33;9,641.44;9,350.65;11.79K;3.30%
Feb 27, 2013;9,333.24;9241.66;9,375.72;9,232.88;8.13K;1.36%
Feb 26, 2013;9,208.03;9291.88;9,428.77;9,193.93;10.18K;-1.44%
Feb 25, 2013;9,342.37;9399.45;9,449.32;9,305.06;6.82K;-0.24%
Feb 22, 2013;9,364.54;9386.47;9,454.15;9,353.86;7.58K;-0.34%
Feb 21, 2013;9,396.11;9553.76;9,553.76;9,290.19;13.16K;-2.59%
Feb 20, 2013;9,645.87;9548.17;9,646.60;9,510.76;8.70K;0.99%
Feb 19, 2013;9,550.93;9787.04;9,787.04;9,519.74;10.44K;-2.50%
Feb 18, 2013;9,795.91;10036.38;10,049.53;9,765.91;9.71K;-1.93%
Feb 08, 2013;9,989.09;9880.26;10,057.97;9,880.26;8.66K;0.85%
Feb 07, 2013;9,904.77;9896.23;9,934.30;9,782.50;10.45K;-0.18%
Feb 06, 2013;9,922.72;9942.04;9,973.54;9,884.13;10.49K;-0.23%
Feb 05, 2013;9,945.98;9717.56;9,971.64;9,709.60;14.60K;1.90%
Feb 04, 2013;9,760.83;9830.90;9,858.57;9,693.62;17.55K;-0.61%
Feb 01, 2013;9,820.29;9648.92;9,820.83;9,609.84;14.57K;1.58%
Jan 31, 2013;9,667.67;9788.26;9,804.73;9,637.58;12.51K;-1.19%
Jan 30, 2013;9,783.84;9695.41;9,788.47;9,667.68;12.51K;0.82%
Jan 29, 2013;9,704.66;9636.33;9,735.22;9,627.66;15.02K;0.89%
Jan 28, 2013;9,618.92;9361.31;9,618.92;9,361.31;12.78K;2.80%
Jan 25, 2013;9,357.13;9432.61;9,446.00;9,353.39;8.18K;-0.92%
Jan 24, 2013;9,444.08;9540.63;9,736.12;9,385.45;15.05K;-1.09%
Jan 23, 2013;9,548.31;9495.73;9,566.53;9,434.02;10.04K;0.13%
Jan 22, 2013;9,536.36;9591.82;9,623.01;9,456.21;16.05K;-0.28%
Jan 21, 2013;9,562.85;9543.24;9,562.85;9,465.89;10.88K;1.38%
Jan 18, 2013;9,432.30;9358.40;9,475.47;9,286.05;8.73K;1.32%
Jan 17, 2013;9,309.23;9335.05;9,373.41;9,258.58;8.09K;-0.49%
Jan 16, 2013;9,355.48;9359.34;9,438.12;9,232.33;10.37K;-0.28%
Jan 15, 2013;9,381.69;9332.90;9,432.84;9,312.87;12.38K;0.70%
Jan 14, 2013;9,316.27;8981.74;9,330.59;8,976.02;11.21K;3.31%
Jan 11, 2013;9,017.73;9185.17;9,219.18;8,988.30;8.71K;-1.66%
Jan 10, 2013;9,170.06;9151.81;9,262.67;9,121.59;8.44K;0.17%
Jan 09, 2013;9,154.87;9077.50;9,178.83;9,066.82;9.62K;0.49%
Jan 08, 2013;9,110.45;9102.03;9,143.39;9,010.16;8.58K;0.02%
Jan 07, 2013;9,108.47;9073.97;9,132.79;9,033.95;9.15K;0.14%
Jan 04, 2013;9,096.07;9204.11;9,217.01;8,991.74;11.81K;-0.22%
Dec 31, 2012;9,116.48;9042.98;9,119.20;9,007.11;10.91K;0.99%
Dec 28, 2012;9,026.99;8953.34;9,038.62;8,926.97;8.73K;0.97%
Dec 27, 2012;8,939.85;8976.63;9,036.94;8,910.75;10.36K;-0.01%
Dec 26, 2012;8,940.68;8887.39;8,941.11;8,872.50;9.85K;0.55%
Dec 25, 2012;8,891.57;8613.28;8,941.15;8,571.70;14.07K;3.01%
Dec 24, 2012;8,631.37;8647.42;8,702.02;8,605.95;6.84K;-0.31%
Dec 21, 2012;8,658.35;8702.74;8,815.03;8,630.67;9.72K;-0.40%
Dec 20, 2012;8,693.23;8604.20;8,719.88;8,532.72;9.53K;0.62%
Dec 19, 2012;8,639.56;8579.67;8,686.12;8,558.25;10.34K;0.55%
Dec 18, 2012;8,592.63;8576.27;8,711.78;8,511.40;11.73K;-0.09%
Dec 17, 2012;8,600.33;8545.03;8,659.02;8,545.03;13.37K;0.81%
Dec 14, 2012;8,530.90;8183.72;8,536.54;8,183.72;14.03K;4.40%
Dec 13, 2012;8,171.35;8222.57;8,259.91;8,171.35;5.81K;-0.91%
Dec 12, 2012;8,246.06;8221.38;8,278.46;8,168.64;5.51K;0.31%
Dec 11, 2012;8,220.54;8230.02;8,285.82;8,201.25;6.23K;-0.55%
Dec 10, 2012;8,265.79;8199.18;8,285.65;8,150.03;9.32K;0.93%
Dec 07, 2012;8,189.68;8046.48;8,211.64;8,007.40;10.71K;1.46%
Dec 06, 2012;8,071.49;8081.82;8,135.14;8,010.21;6.07K;-0.25%
Dec 05, 2012;8,091.68;7783.03;8,150.40;7,782.68;10.23K;3.72%
Dec 04, 2012;7,801.75;7684.49;7,828.12;7,660.45;4.84K;1.18%
Dec 03, 2012;7,710.88;7903.25;7,951.65;7,698.86;5.48K;-2.43%
Nov 30, 2012;7,903.25;7808.54;7,960.98;7,786.84;5.19K;1.21%
Nov 29, 2012;7,808.96;7853.92;7,919.35;7,808.96;3.77K;-0.57%
Nov 28, 2012;7,854.06;7914.32;7,917.40;7,844.49;3.50K;-1.04%
Nov 27, 2012;7,936.74;7986.70;8,027.93;7,931.74;3.75K;-0.99%
Nov 26, 2012;8,016.07;8096.71;8,114.91;8,003.34;2.99K;-1.22%
Nov 23, 2012;8,114.74;8074.00;8,157.84;8,054.09;3.27K;0.84%
Nov 22, 2012;8,047.52;8079.94;8,101.87;8,027.76;3.07K;-1.27%
Nov 21, 2012;8,150.84;8055.64;8,153.23;7,988.85;4.06K;1.22%
Nov 20, 2012;8,052.79;8074.66;8,150.13;8,043.88;3.33K;-0.10%
Nov 19, 2012;8,060.54;8109.78;8,109.78;7,954.07;3.78K;-0.71%
Nov 16, 2012;8,118.15;8169.67;8,177.35;8,043.75;3.89K;-0.83%
Nov 15, 2012;8,186.06;8231.11;8,285.02;8,173.77;3.21K;-1.18%
Nov 14, 2012;8,283.56;8241.12;8,293.67;8,205.74;3.24K;0.59%
Nov 13, 2012;8,234.60;8382.91;8,382.91;8,222.50;4.12K;-1.87%
Nov 12, 2012;8,391.90;8371.24;8,437.93;8,313.00;4.02K;0.42%
Nov 09, 2012;8,356.67;8384.07;8,421.04;8,339.55;3.28K;-0.51%
Nov 08, 2012;8,399.38;8489.29;8,523.13;8,399.38;4.52K;-1.89%
Nov 07, 2012;8,561.20;8581.53;8,626.61;8,534.67;3.76K;-0.33%
Nov 06, 2012;8,589.86;8649.80;8,661.40;8,483.70;4.65K;-0.75%
Nov 05, 2012;8,654.74;8674.26;8,739.83;8,607.14;4.47K;-0.29%
Nov 02, 2012;8,679.68;8668.72;8,697.32;8,616.92;5.01K;0.19%
Nov 01, 2012;8,663.15;8473.03;8,682.81;8,473.03;7.28K;2.28%
Oct 31, 2012;8,469.80;8412.31;8,481.66;8,386.90;4.65K;0.90%
Oct 30, 2012;8,394.24;8384.36;8,478.01;8,366.34;4.44K;0.21%
Oct 29, 2012;8,376.56;8394.46;8,423.58;8,339.66;3.54K;-0.46%
Oct 26, 2012;8,414.85;8597.07;8,609.57;8,369.05;5.64K;-2.18%
Oct 25, 2012;8,602.81;8653.99;8,725.34;8,587.77;5.78K;-0.59%
Oct 24, 2012;8,653.91;8662.74;8,726.37;8,640.09;4.85K;-0.37%
Oct 23, 2012;8,686.48;8824.95;8,836.09;8,680.96;5.06K;-1.62%
Oct 22, 2012;8,829.44;8749.03;8,859.51;8,725.80;5.41K;0.38%
Oct 19, 2012;8,796.42;8817.42;8,861.04;8,779.45;5.55K;-0.02%
Oct 18, 2012;8,798.20;8673.73;8,821.33;8,663.43;7.77K;1.82%
Oct 17, 2012;8,641.18;8684.86;8,699.20;8,563.55;4.50K;-0.05%
Oct 16, 2012;8,645.54;8618.43;8,724.57;8,597.33;5.11K;0.27%
Oct 15, 2012;8,621.97;8660.72;8,671.22;8,551.10;4.32K;-0.33%
Oct 12, 2012;8,650.19;8695.29;8,782.45;8,579.59;5.21K;-0.17%
Oct 11, 2012;8,665.09;8741.94;8,765.50;8,658.94;5.47K;-1.24%
Oct 10, 2012;8,773.68;8727.75;8,779.41;8,684.12;6.82K;0.34%
Oct 09, 2012;8,743.86;8583.58;8,774.36;8,583.58;7.57K;2.39%
Oct 08, 2012;8,540.08;8677.99;8,715.63;8,495.35;5.68K;-1.60%
Sep 28, 2012;8,679.22;8422.28;8,690.24;8,415.03;9.15K;2.27%
Sep 27, 2012;8,486.27;8198.56;8,520.19;8,198.56;7.98K;3.57%
Sep 26, 2012;8,193.37;8289.85;8,335.14;8,178.67;4.06K;-1.10%
Sep 25, 2012;8,284.25;8296.95;8,364.69;8,256.62;3.73K;-0.32%
Sep 24, 2012;8,310.94;8148.37;8,364.31;8,095.52;5.91K;1.33%
Sep 21, 2012;8,201.53;8186.74;8,291.26;8,156.63;5.51K;-0.01%
Sep 20, 2012;8,202.20;8393.01;8,393.01;8,200.91;6.37K;-2.72%
Sep 19, 2012;8,431.74;8407.49;8,445.92;8,351.60;5.16K;0.50%
