Date;Price;Open;High;Low;Vol.;Change %
Sep 09, 2016;10,762.79;10855.29;10,877.09;10,762.79;8.50B;-0.81%
Sep 08, 2016;10,851.19;10830.05;10,863.96;10,795.87;7.90B;0.12%
Sep 07, 2016;10,838.72;10860.12;10,903.64;10,827.25;10.51B;-0.21%
Sep 06, 2016;10,861.50;10714.54;10,861.50;10,623.99;10.21B;1.55%
Sep 05, 2016;10,695.45;10682.71;10,756.43;10,674.96;7.34B;0.52%
Sep 02, 2016;10,640.42;10666.10;10,727.88;10,592.08;7.60B;-0.27%
Sep 01, 2016;10,669.51;10759.76;10,765.51;10,669.51;8.29B;-0.82%
Aug 31, 2016;10,757.88;10730.55;10,776.32;10,679.65;7.91B;0.27%
Aug 30, 2016;10,729.12;10732.77;10,787.32;10,713.75;7.23B;0.04%
Aug 29, 2016;10,724.40;10690.95;10,757.26;10,682.26;7.65B;0.29%
Aug 26, 2016;10,693.75;10703.32;10,785.01;10,675.60;8.78B;0.14%
Aug 25, 2016;10,679.15;10694.34;10,699.25;10,564.36;9.72B;-0.76%
Aug 24, 2016;10,760.44;10751.35;10,815.26;10,732.92;8.78B;0.09%
Aug 23, 2016;10,750.29;10720.50;10,793.37;10,680.10;9.04B;0.18%
Aug 22, 2016;10,731.40;10869.06;10,894.84;10,731.20;10.29B;-1.30%
Aug 19, 2016;10,872.71;10865.38;10,911.77;10,819.80;10.80B;-0.06%
Aug 18, 2016;10,879.20;10873.65;10,946.74;10,834.01;13.16B;-0.11%
Aug 17, 2016;10,890.69;10879.99;10,936.58;10,832.78;12.44B;0.07%
Aug 16, 2016;10,882.95;10845.62;10,913.22;10,845.07;14.14B;0.56%
Aug 15, 2016;10,822.11;10556.40;10,862.96;10,552.95;16.16B;2.79%
Aug 12, 2016;10,528.10;10373.05;10,528.10;10,364.47;9.12B;1.32%
Aug 11, 2016;10,390.96;10496.43;10,526.35;10,390.96;8.92B;-1.14%
Aug 10, 2016;10,511.16;10558.49;10,594.77;10,510.91;9.24B;-0.51%
Aug 09, 2016;10,564.77;10466.04;10,564.77;10,457.82;9.20B;0.92%
Aug 08, 2016;10,468.88;10315.00;10,468.88;10,259.30;8.89B;1.22%
Aug 05, 2016;10,342.28;10368.80;10,420.42;10,333.32;8.11B;-0.23%
Aug 04, 2016;10,366.50;10272.72;10,376.21;10,235.70;8.30B;0.83%
Aug 03, 2016;10,281.25;10229.47;10,295.76;10,205.98;7.11B;0.30%
Aug 02, 2016;10,250.55;10173.34;10,250.55;10,157.85;6.14B;0.64%
Aug 01, 2016;10,185.48;10289.89;10,290.05;10,086.65;8.62B;-1.39%
Jul 29, 2016;10,329.43;10384.40;10,411.13;10,294.50;8.52B;-0.64%
Jul 28, 2016;10,396.31;10386.83;10,481.69;10,262.30;11.10B;-0.09%
Jul 27, 2016;10,405.85;10858.70;10,873.26;10,289.96;16.28B;-4.11%
Jul 26, 2016;10,852.21;10714.75;10,852.21;10,713.69;9.11B;1.25%
Jul 25, 2016;10,718.35;10684.55;10,778.73;10,668.64;9.35B;0.09%
Jul 22, 2016;10,709.07;10782.24;10,801.47;10,700.11;10.41B;-0.72%
Jul 21, 2016;10,787.21;10758.33;10,872.34;10,746.88;10.44B;0.25%
Jul 20, 2016;10,759.86;10775.56;10,818.94;10,740.59;9.56B;-0.17%
Jul 19, 2016;10,778.25;10753.87;10,783.22;10,661.39;10.22B;0.15%
Jul 18, 2016;10,762.00;10793.17;10,835.30;10,708.74;11.25B;-0.57%
Jul 15, 2016;10,823.21;10854.50;10,869.07;10,774.54;11.46B;-0.28%
Jul 14, 2016;10,854.14;10834.90;10,866.44;10,786.49;12.07B;0.01%
Jul 13, 2016;10,853.56;10794.50;10,890.02;10,772.83;15.45B;0.89%
Jul 12, 2016;10,757.84;10583.17;10,757.84;10,487.55;14.63B;1.54%
Jul 11, 2016;10,594.82;10633.62;10,734.34;10,587.96;13.19B;-0.16%
Jul 08, 2016;10,611.80;10613.71;10,672.92;10,560.31;11.08B;-0.08%
Jul 07, 2016;10,620.58;10612.23;10,662.70;10,526.81;13.57B;-0.20%
Jul 06, 2016;10,641.65;10567.67;10,641.65;10,538.10;12.32B;0.37%
Jul 05, 2016;10,602.77;10598.42;10,626.02;10,546.70;12.59B;-0.07%
Jul 04, 2016;10,609.86;10369.69;10,631.57;10,362.85;12.89B;1.45%
Jul 01, 2016;10,458.43;10506.22;10,555.95;10,436.60;9.54B;-0.30%
Jun 30, 2016;10,489.99;10474.93;10,509.99;10,435.53;9.93B;0.28%
Jun 29, 2016;10,460.97;10499.91;10,527.69;10,434.24;11.38B;-0.02%
Jun 28, 2016;10,463.45;10330.12;10,475.76;10,309.23;12.36B;0.83%
Jun 27, 2016;10,377.57;10090.05;10,377.57;10,090.05;10.91B;2.27%
Jun 24, 2016;10,147.70;10235.05;10,315.35;9,901.90;12.67B;-1.05%
Jun 23, 2016;10,255.27;10288.47;10,312.61;10,183.01;9.76B;-0.41%
Jun 22, 2016;10,297.98;10108.96;10,297.98;10,104.88;8.76B;1.64%
Jun 21, 2016;10,131.86;10285.04;10,357.18;10,093.15;10.97B;-0.88%
Jun 20, 2016;10,221.85;10183.77;10,241.91;10,101.63;8.78B;0.39%
Jun 17, 2016;10,182.53;10135.38;10,261.97;10,113.95;10.22B;0.67%
Jun 16, 2016;10,115.12;10154.18;10,199.52;10,090.23;10.61B;-0.58%
Jun 15, 2016;10,173.85;9790.88;10,215.61;9,779.11;10.81B;2.82%
Jun 14, 2016;9,895.15;9830.55;9,927.59;9,795.94;7.69B;0.33%
Jun 13, 2016;9,862.58;10190.78;10,256.62;9,862.58;11.03B;-4.40%
Jun 08, 2016;10,316.82;10330.18;10,372.98;10,232.13;9.49B;-0.30%
Jun 07, 2016;10,347.84;10365.81;10,371.87;10,297.42;9.19B;-0.15%
Jun 06, 2016;10,363.08;10383.45;10,403.81;10,296.18;9.90B;0.18%
Jun 03, 2016;10,344.91;10275.94;10,412.95;10,258.02;12.20B;0.69%
Jun 02, 2016;10,274.02;10192.51;10,274.02;10,181.18;10.65B;0.64%
Jun 01, 2016;10,209.14;10184.23;10,284.36;10,177.22;13.02B;0.48%
May 31, 2016;10,159.93;9786.00;10,159.93;9,786.00;12.77B;4.00%
May 30, 2016;9,768.84;9756.87;9,847.70;9,681.24;6.31B;-0.46%
May 27, 2016;9,813.63;9798.34;9,878.74;9,775.22;7.66B;-0.13%
May 26, 2016;9,826.14;9766.08;9,826.14;9,605.45;7.76B;0.42%
May 25, 2016;9,784.60;9883.94;9,930.81;9,756.52;7.05B;-0.38%
May 24, 2016;9,821.70;9903.17;9,903.17;9,765.65;7.13B;-0.97%
May 23, 2016;9,918.16;9839.78;9,937.83;9,839.76;7.72B;1.03%
May 20, 2016;9,816.75;9657.75;9,816.75;9,628.98;6.95B;0.85%
May 19, 2016;9,733.74;9684.12;9,847.22;9,684.12;7.48B;0.40%
May 18, 2016;9,694.78;9835.58;9,835.58;9,591.18;8.54B;-2.16%
May 17, 2016;9,908.79;9918.43;10,007.38;9,839.86;8.40B;-0.01%
May 16, 2016;9,910.08;9729.79;9,910.08;9,690.33;6.98B;1.55%
May 13, 2016;9,759.27;9769.13;9,880.69;9,710.17;6.49B;-0.38%
May 12, 2016;9,796.58;9664.28;9,801.20;9,544.12;7.29B;0.16%
May 11, 2016;9,781.15;9848.32;9,904.53;9,743.08;7.26B;-0.12%
May 10, 2016;9,793.21;9770.30;9,836.98;9,738.52;6.42B;0.03%
May 09, 2016;9,790.48;10018.51;10,018.51;9,747.87;9.56B;-3.07%
May 06, 2016;10,100.53;10473.30;10,501.43;10,100.53;11.93B;-3.57%
May 05, 2016;10,474.01;10403.55;10,480.22;10,372.22;8.06B;0.49%
May 04, 2016;10,422.80;10401.67;10,498.32;10,389.77;9.32B;-0.18%
May 03, 2016;10,441.92;10144.15;10,441.92;10,105.80;9.68B;2.96%
Apr 29, 2016;10,141.54;10111.61;10,196.92;10,100.18;6.26B;-0.08%
Apr 28, 2016;10,149.91;10178.24;10,198.95;9,990.67;7.64B;-0.24%
Apr 27, 2016;10,174.16;10221.83;10,279.09;10,159.50;7.46B;-0.35%
Apr 26, 2016;10,209.90;10095.96;10,209.90;10,076.74;6.97B;1.02%
Apr 25, 2016;10,106.79;10122.13;10,137.75;9,986.39;7.32B;-0.44%
Apr 22, 2016;10,151.76;9995.12;10,151.76;9,976.05;8.29B;0.92%
Apr 21, 2016;10,058.80;10120.11;10,242.36;10,049.35;10.63B;-1.04%
Apr 20, 2016;10,164.74;10632.07;10,647.09;10,011.57;14.76B;-4.13%
Apr 19, 2016;10,602.46;10618.83;10,649.25;10,531.54;8.58B;0.32%
Apr 18, 2016;10,568.93;10665.44;10,665.44;10,508.98;9.75B;-1.53%
Apr 15, 2016;10,733.64;10774.49;10,784.60;10,680.74;10.27B;-0.35%
Apr 14, 2016;10,771.61;10741.65;10,771.96;10,651.92;12.30B;0.81%
Apr 13, 2016;10,684.92;10599.22;10,810.41;10,599.22;16.66B;1.44%
Apr 12, 2016;10,533.41;10600.80;10,624.59;10,430.31;10.16B;-0.72%
Apr 11, 2016;10,609.59;10513.87;10,667.04;10,513.87;12.08B;1.88%
Apr 08, 2016;10,413.54;10425.01;10,457.01;10,288.80;10.59B;-0.87%
Apr 07, 2016;10,504.88;10719.27;10,743.23;10,504.88;12.80B;-1.68%
Apr 06, 2016;10,683.86;10604.23;10,696.03;10,570.14;12.42B;0.41%
Apr 05, 2016;10,640.27;10393.65;10,656.15;10,373.54;13.03B;2.51%
Apr 01, 2016;10,379.65;10410.68;10,442.30;10,224.37;10.27B;-0.72%
Mar 31, 2016;10,455.37;10494.52;10,552.58;10,426.45;12.12B;0.09%
Mar 30, 2016;10,445.69;10187.64;10,445.69;10,187.64;11.21B;3.48%
Mar 29, 2016;10,094.71;10259.71;10,279.00;10,024.06;10.07B;-1.77%
Mar 28, 2016;10,276.84;10399.17;10,494.20;10,248.27;11.72B;-0.61%
Mar 25, 2016;10,339.68;10256.41;10,371.52;10,223.16;10.32B;0.54%
Mar 24, 2016;10,283.68;10346.56;10,473.22;10,263.56;13.25B;-1.52%
Mar 23, 2016;10,442.38;10317.93;10,442.38;10,277.25;12.08B;0.95%
Mar 22, 2016;10,344.08;10308.91;10,435.13;10,254.69;13.93B;-0.48%
Mar 21, 2016;10,394.14;10255.90;10,394.14;10,234.65;17.99B;2.64%
Mar 18, 2016;10,126.59;9841.04;10,170.69;9,833.11;16.60B;3.42%
Mar 17, 2016;9,791.85;9515.63;9,820.99;9,511.71;11.57B;3.41%
Mar 16, 2016;9,469.03;9629.82;9,661.93;9,418.55;7.48B;-1.10%
Mar 15, 2016;9,574.19;9636.63;9,677.48;9,536.27;8.43B;-0.94%
Mar 14, 2016;9,665.13;9466.42;9,763.36;9,466.42;10.49B;3.22%
Mar 11, 2016;9,363.41;9286.52;9,430.95;9,254.24;6.24B;-0.29%
Mar 10, 2016;9,390.35;9526.19;9,600.23;9,382.16;7.37B;-1.39%
Mar 09, 2016;9,523.14;9525.25;9,672.49;9,466.49;9.05B;-2.15%
Mar 08, 2016;9,732.73;9690.57;9,732.73;9,348.76;11.83B;0.30%
Mar 07, 2016;9,703.83;9642.25;9,805.37;9,614.69;10.45B;1.75%
Mar 04, 2016;9,536.71;9721.23;9,797.56;9,447.11;14.25B;-2.31%
Mar 03, 2016;9,762.01;9770.74;9,946.93;9,749.00;15.89B;-0.04%
Mar 02, 2016;9,766.37;9308.49;9,781.91;9,308.49;14.72B;4.77%
Mar 01, 2016;9,322.00;9116.56;9,384.31;9,011.51;10.93B;2.47%
Feb 29, 2016;9,097.36;9528.72;9,528.72;9,000.89;11.12B;-4.98%
Feb 26, 2016;9,573.70;9625.37;9,676.24;9,392.67;10.16B;0.24%
Feb 25, 2016;9,551.08;10290.96;10,290.96;9,510.10;13.72B;-7.34%
Feb 24, 2016;10,307.63;10256.39;10,355.32;10,100.50;10.80B;0.08%
Feb 23, 2016;10,299.67;10374.36;10,397.52;10,171.67;11.39B;-0.69%
Feb 22, 2016;10,370.99;10290.05;10,371.14;10,239.58;12.30B;2.05%
Feb 19, 2016;10,162.32;10091.67;10,225.99;10,066.04;9.41B;0.45%
Feb 18, 2016;10,116.40;10231.26;10,273.63;10,099.10;11.84B;-0.45%
Feb 17, 2016;10,161.77;10043.69;10,178.55;9,982.17;12.04B;1.16%
Feb 16, 2016;10,045.37;9727.76;10,071.02;9,727.76;10.39B;3.89%
Feb 15, 2016;9,668.84;9385.52;9,725.18;9,385.52;6.88B;-0.05%
Feb 05, 2016;9,673.48;9802.25;9,830.08;9,670.02;7.17B;-1.22%
Feb 04, 2016;9,793.07;9667.91;9,844.02;9,667.91;8.89B;1.60%
Feb 03, 2016;9,638.87;9509.50;9,679.54;9,453.16;7.86B;0.29%
Feb 02, 2016;9,610.93;9332.69;9,646.95;9,332.69;8.34B;3.10%
Feb 01, 2016;9,322.01;9389.62;9,457.43;9,196.15;7.58B;-1.02%
Jan 29, 2016;9,418.20;9077.11;9,491.06;9,056.04;9.14B;3.70%
Jan 28, 2016;9,082.59;9309.87;9,430.56;9,045.50;8.61B;-3.61%
Jan 27, 2016;9,422.43;9525.61;9,556.83;8,986.52;11.38B;-0.64%
Jan 26, 2016;9,483.55;10079.22;10,104.47;9,463.31;10.87B;-6.96%
Jan 25, 2016;10,192.53;10194.75;10,291.50;10,103.65;7.85B;0.80%
Jan 22, 2016;10,111.57;10095.42;10,171.92;9,837.74;8.58B;1.36%
Jan 21, 2016;9,975.97;10207.42;10,475.51;9,975.97;10.19B;-3.77%
Jan 20, 2016;10,366.85;10434.35;10,554.03;10,297.82;11.31B;-1.28%
Jan 19, 2016;10,501.79;10137.38;10,519.67;10,105.55;11.76B;3.41%
Jan 18, 2016;10,155.96;9807.25;10,273.59;9,807.25;9.74B;1.58%
Jan 15, 2016;9,997.92;10268.95;10,363.82;9,940.89;11.44B;-3.35%
Jan 14, 2016;10,344.94;9678.22;10,357.95;9,668.90;11.86B;3.67%
Jan 13, 2016;9,978.82;10347.08;10,435.24;9,978.82;10.84B;-3.06%
Jan 12, 2016;10,293.70;10243.57;10,414.94;10,065.09;11.38B;0.80%
Jan 11, 2016;10,212.46;10656.87;10,809.57;10,212.46;14.18B;-6.21%
Jan 08, 2016;10,888.91;11008.89;11,121.78;10,376.29;14.93B;1.20%
Jan 07, 2016;10,760.27;11504.90;11,504.90;10,745.47;3.79B;-8.23%
Jan 06, 2016;11,724.88;11520.77;11,730.48;11,413.98;13.40B;2.24%
Jan 05, 2016;11,468.06;11116.90;11,687.48;11,063.64;15.18B;-1.36%
Jan 04, 2016;11,626.04;12650.72;12,659.41;11,625.41;10.58B;-8.20%
Dec 31, 2015;12,664.89;12893.12;12,921.71;12,664.53;10.24B;-1.75%
Dec 30, 2015;12,889.83;12826.48;12,899.94;12,768.17;10.91B;0.65%
Dec 29, 2015;12,806.16;12676.61;12,806.16;12,598.10;10.12B;0.94%
Dec 28, 2015;12,686.34;13025.66;13,064.50;12,686.34;13.56B;-2.27%
Dec 25, 2015;12,980.57;12960.25;13,012.74;12,898.47;10.43B;0.37%
Dec 24, 2015;12,932.37;12977.25;13,003.78;12,770.36;11.82B;-0.58%
Dec 23, 2015;13,007.87;13142.53;13,187.05;12,974.63;16.25B;-1.00%
Dec 22, 2015;13,139.12;13064.69;13,139.12;12,980.38;15.38B;0.85%
Dec 21, 2015;13,028.31;12824.43;13,047.12;12,816.72;16.21B;1.54%
Dec 18, 2015;12,830.25;12825.02;12,904.08;12,763.43;15.09B;0.04%
Dec 17, 2015;12,825.48;12602.67;12,825.48;12,602.67;16.99B;2.51%
Dec 16, 2015;12,511.03;12533.11;12,595.12;12,471.09;11.43B;0.13%
Dec 15, 2015;12,495.25;12412.47;12,553.79;12,412.47;11.49B;0.76%
Dec 14, 2015;12,400.59;12023.81;12,400.59;12,004.49;11.18B;2.20%
Dec 11, 2015;12,134.02;12120.59;12,228.29;12,051.44;9.76B;-0.39%
Dec 10, 2015;12,181.03;12180.77;12,318.04;12,158.65;11.07B;0.01%
Dec 09, 2015;12,179.83;12112.20;12,257.58;12,091.76;10.85B;0.12%
Dec 08, 2015;12,164.97;12371.11;12,371.11;12,151.15;11.77B;-2.23%
Dec 07, 2015;12,443.05;12351.41;12,467.85;12,262.13;11.38B;0.92%
Dec 04, 2015;12,329.18;12384.50;12,474.46;12,268.49;12.89B;-0.95%
Dec 03, 2015;12,447.38;12205.44;12,447.38;12,205.44;13.06B;2.14%
Dec 02, 2015;12,186.27;12068.98;12,188.01;11,830.99;14.03B;0.87%
Dec 01, 2015;12,081.17;12022.83;12,206.17;11,938.63;12.81B;0.36%
Nov 30, 2015;12,037.86;11991.70;12,121.22;11,455.50;15.75B;0.64%
Nov 27, 2015;11,961.70;12697.51;12,733.45;11,880.32;18.69B;-6.31%
Nov 26, 2015;12,767.50;12952.00;12,970.47;12,747.89;17.14B;-0.98%
Nov 25, 2015;12,893.23;12696.13;12,904.79;12,666.19;15.37B;1.56%
Nov 24, 2015;12,694.86;12580.72;12,694.86;12,438.92;13.33B;0.86%
Nov 23, 2015;12,586.69;12699.15;12,806.32;12,539.98;16.74B;-0.91%
Nov 20, 2015;12,702.03;12650.25;12,766.26;12,565.80;18.66B;0.73%
Nov 19, 2015;12,609.84;12326.16;12,609.84;12,309.78;14.93B;2.65%
Nov 18, 2015;12,283.76;12516.14;12,580.91;12,257.04;15.75B;-1.82%
Nov 17, 2015;12,511.55;12744.79;12,827.20;12,478.97;20.80B;-0.86%
Nov 16, 2015;12,620.38;12180.99;12,620.38;12,171.66;14.02B;1.76%
Nov 13, 2015;12,402.04;12492.94;12,574.96;12,272.38;17.78B;-1.85%
Nov 12, 2015;12,635.39;12735.50;12,758.67;12,483.34;20.13B;-0.33%
Nov 11, 2015;12,677.54;12509.52;12,687.20;12,445.29;19.76B;1.42%
Nov 10, 2015;12,500.53;12390.53;12,597.16;12,349.03;20.92B;0.38%
Nov 09, 2015;12,453.24;12227.41;12,538.35;12,145.06;22.44B;1.47%
Nov 06, 2015;12,273.35;11952.51;12,292.42;11,952.51;20.05B;2.79%
Nov 05, 2015;11,939.81;11908.69;12,091.53;11,853.46;23.69B;0.46%
Nov 04, 2015;11,884.90;11351.25;11,884.90;11,351.25;17.19B;5.29%
Nov 03, 2015;11,288.14;11341.30;11,416.84;11,200.60;10.53B;-0.15%
Nov 02, 2015;11,304.88;11306.20;11,637.99;11,266.04;13.37B;-2.09%
Oct 30, 2015;11,546.05;11542.01;11,711.04;11,369.40;14.20B;-0.18%
Oct 29, 2015;11,566.66;11565.71;11,694.78;11,406.10;13.83B;0.63%
Oct 28, 2015;11,494.35;11689.29;11,834.07;11,446.43;17.27B;-2.25%
Oct 27, 2015;11,758.41;11588.94;11,820.72;11,229.10;18.70B;0.60%
Oct 26, 2015;11,687.77;11765.65;11,789.02;11,534.83;19.23B;0.73%
Oct 23, 2015;11,603.46;11397.20;11,653.09;11,345.53;19.17B;2.64%
Oct 22, 2015;11,305.10;10921.18;11,320.01;10,910.88;15.98B;3.56%
Oct 21, 2015;10,915.99;11592.20;11,641.89;10,872.57;21.03B;-5.87%
Oct 20, 2015;11,597.08;11372.18;11,597.16;11,335.78;16.29B;1.81%
Oct 19, 2015;11,391.01;11426.52;11,498.24;11,245.01;17.82B;0.14%
Oct 16, 2015;11,374.83;11301.93;11,384.24;11,172.04;18.03B;1.30%
Oct 15, 2015;11,229.38;10862.11;11,229.38;10,862.11;15.27B;3.01%
Oct 14, 2015;10,901.48;10997.08;11,095.34;10,880.11;14.21B;-1.27%
Oct 13, 2015;11,042.13;10885.10;11,073.00;10,850.72;14.02B;0.74%
Oct 12, 2015;10,961.36;10599.88;11,069.68;10,593.54;17.24B;4.00%
Oct 09, 2015;10,540.19;10386.81;10,589.52;10,363.98;11.80B;1.40%
Oct 08, 2015;10,394.73;10332.24;10,477.21;10,265.00;11.60B;4.07%
Sep 30, 2015;9,988.25;10004.80;10,048.86;9,890.71;7.19B;0.39%
Sep 29, 2015;9,949.92;9962.58;10,070.25;9,873.78;8.56B;-1.64%
Sep 28, 2015;10,115.55;9919.56;10,124.31;9,796.93;7.70B;2.13%
Sep 25, 2015;9,904.76;10184.88;10,249.24;9,835.84;11.12B;-3.26%
Sep 24, 2015;10,238.04;10178.10;10,288.18;10,124.13;10.66B;1.04%
Sep 23, 2015;10,132.30;10071.33;10,250.45;10,040.95;11.67B;-1.04%
Sep 22, 2015;10,238.69;10200.55;10,357.42;10,121.74;13.42B;0.61%
Sep 21, 2015;10,176.73;9732.12;10,176.73;9,701.33;11.81B;3.31%
Sep 18, 2015;9,850.77;9806.72;9,914.58;9,691.06;9.57B;1.14%
Sep 17, 2015;9,739.89;9872.04;10,147.17;9,739.89;14.23B;-1.52%
Sep 16, 2015;9,890.43;9330.75;9,933.83;9,297.20;12.13B;6.45%
Sep 15, 2015;9,290.81;9533.45;9,719.66;9,259.65;10.50B;-4.98%
Sep 14, 2015;9,778.23;10517.68;10,544.28;9,739.42;12.54B;-6.55%
Sep 11, 2015;10,463.69;10408.41;10,555.62;10,332.41;9.45B;0.37%
Sep 10, 2015;10,424.65;10449.93;10,618.87;10,406.02;11.41B;-1.84%
Sep 09, 2015;10,620.13;10367.35;10,702.18;10,335.02;16.81B;2.91%
Sep 08, 2015;10,320.23;9898.64;10,341.30;9,763.95;10.68B;3.29%
Sep 07, 2015;9,991.76;10121.83;10,404.22;9,933.54;12.80B;-0.63%
Sep 02, 2015;10,054.80;9694.48;10,319.49;9,682.71;15.48B;-1.06%
Sep 01, 2015;10,162.52;10388.50;10,388.50;9,954.58;15.01B;-3.67%
Aug 31, 2015;10,549.16;10706.23;10,706.23;10,398.33;15.05B;-2.32%
Aug 28, 2015;10,800.00;10397.97;10,826.19;10,311.37;17.80B;5.32%
Aug 27, 2015;10,254.35;10076.09;10,254.35;9,713.99;15.10B;3.58%
Aug 26, 2015;9,899.72;10199.90;10,559.24;9,776.21;17.86B;-2.92%
Aug 25, 2015;10,197.94;10212.47;10,529.92;10,168.42;13.48B;-7.04%
Aug 24, 2015;10,970.29;11399.66;11,446.10;10,964.09;11.64B;-7.83%
Aug 21, 2015;11,902.05;12355.27;12,511.42;11,891.84;14.44B;-5.42%
Aug 20, 2015;12,584.58;12864.83;13,040.36;12,582.24;14.93B;-2.90%
Aug 19, 2015;12,960.66;12328.60;13,028.50;12,049.92;17.28B;2.18%
Aug 18, 2015;12,683.85;13608.52;13,652.54;12,634.95;20.80B;-6.56%
Aug 17, 2015;13,573.90;13417.33;13,585.96;13,309.54;17.52B;0.95%
Aug 14, 2015;13,445.87;13497.16;13,606.33;13,378.59;16.82B;0.38%
Aug 13, 2015;13,395.18;13069.98;13,395.18;12,962.00;14.58B;2.12%
Aug 12, 2015;13,117.10;13201.54;13,396.33;13,117.10;14.27B;-1.55%
Aug 11, 2015;13,323.08;13316.89;13,508.30;13,240.09;18.39B;0.15%
Aug 10, 2015;13,302.96;12877.31;13,373.30;12,821.89;17.11B;4.31%
Aug 07, 2015;12,753.05;12543.66;12,769.13;12,522.47;12.50B;2.67%
Aug 06, 2015;12,421.85;12274.72;12,595.12;12,231.89;10.00B;-0.82%
Aug 05, 2015;12,524.69;12694.57;12,842.31;12,447.04;13.71B;-1.47%
Aug 04, 2015;12,711.56;12163.12;12,711.56;12,105.94;14.05B;4.52%
Aug 03, 2015;12,161.58;12178.57;12,305.61;11,909.00;13.72B;-1.72%
Jul 31, 2015;12,374.25;12228.41;12,580.96;12,213.46;12.74B;-0.17%
Jul 30, 2015;12,395.92;12766.34;12,988.56;12,382.30;15.93B;-3.33%
Jul 29, 2015;12,823.07;12472.27;12,823.15;12,078.32;15.73B;4.11%
Jul 28, 2015;12,316.78;11986.25;12,676.27;11,719.00;21.37B;-1.41%
Jul 27, 2015;12,493.05;13242.69;13,579.64;12,488.37;20.24B;-7.59%
Jul 24, 2015;13,518.51;13789.31;13,970.84;13,424.18;22.20B;-1.72%
Jul 23, 2015;13,754.53;13432.61;13,792.36;13,356.06;20.44B;2.52%
Jul 22, 2015;13,416.54;13307.93;13,482.04;13,098.81;18.16B;0.76%
Jul 21, 2015;13,315.56;13038.15;13,436.91;12,928.13;16.78B;0.86%
Jul 20, 2015;13,202.40;13115.48;13,427.86;12,942.94;20.02B;1.52%
Jul 17, 2015;13,004.96;12460.51;13,097.45;12,435.59;17.55B;5.24%
Jul 16, 2015;12,357.61;11963.35;12,600.65;11,637.47;17.69B;1.86%
Jul 15, 2015;12,132.42;12783.08;12,792.31;12,093.90;20.34B;-4.68%
Jul 14, 2015;12,728.51;12796.49;13,091.93;12,635.20;17.07B;0.91%
Jul 13, 2015;12,614.16;12367.62;12,658.07;12,261.25;14.98B;4.78%
Jul 10, 2015;12,038.15;11733.45;12,062.90;11,696.77;10.72B;4.59%
Jul 09, 2015;11,510.34;10953.33;11,513.36;10,933.00;12.26B;4.25%
Jul 08, 2015;11,040.89;10870.14;11,112.62;10,850.38;21.79B;-2.94%
Jul 07, 2015;11,375.60;11660.56;11,767.66;11,282.62;17.63B;-5.80%
Jul 06, 2015;12,075.77;13140.14;13,140.14;11,584.47;25.15B;-1.39%
Jul 03, 2015;12,246.06;12475.61;13,154.13;11,953.08;19.91B;-5.25%
Jul 02, 2015;12,924.19;13655.73;13,732.49;12,727.23;19.92B;-5.32%
Jul 01, 2015;13,650.82;14185.10;14,696.98;13,578.38;21.12B;-4.79%
Jun 30, 2015;14,337.97;13274.65;14,352.05;12,723.16;23.71B;5.69%
Jun 29, 2015;13,566.27;14703.97;14,712.16;13,250.35;22.94B;-5.78%
Jun 26, 2015;14,398.78;15196.56;15,229.00;14,321.05;18.71B;-8.24%
Jun 25, 2015;15,692.44;16370.00;16,399.34;15,499.22;20.28B;-3.80%
Jun 24, 2015;16,312.31;16178.55;16,345.75;15,867.91;20.92B;1.66%
Jun 23, 2015;16,045.99;15720.32;16,047.32;14,938.82;17.77B;2.04%
Jun 19, 2015;15,725.47;16386.98;16,578.88;15,700.49;17.99B;-6.03%
Jun 18, 2015;16,734.84;17367.13;17,442.77;16,709.60;16.41B;-3.85%
Jun 17, 2015;17,405.57;17073.08;17,474.08;16,564.37;18.28B;1.93%
Jun 16, 2015;17,075.93;17502.37;17,502.37;16,911.91;21.18B;-3.54%
Jun 15, 2015;17,702.55;18182.64;18,211.76;17,668.67;24.67B;-2.19%
Jun 12, 2015;18,098.27;17978.05;18,198.07;17,921.91;22.64B;1.17%
Jun 11, 2015;17,889.69;17692.90;17,889.91;17,606.43;20.70B;1.20%
Jun 10, 2015;17,677.57;17297.04;17,852.36;17,165.90;21.39B;1.60%
Jun 09, 2015;17,399.00;17410.64;17,609.28;17,184.32;20.97B;-0.31%
Jun 08, 2015;17,452.31;17648.72;17,648.72;17,145.70;25.06B;-1.11%
Jun 05, 2015;17,649.09;17727.86;17,901.86;17,302.56;26.06B;0.85%
Jun 04, 2015;17,501.05;17579.36;17,608.72;16,426.31;23.00B;-0.21%
Jun 03, 2015;17,538.50;17626.92;17,696.48;17,098.43;22.73B;0.30%
Jun 02, 2015;17,485.58;17051.22;17,485.58;16,963.74;21.88B;3.36%
Jun 01, 2015;16,917.53;16247.39;16,921.07;16,245.55;20.58B;5.07%
May 29, 2015;16,100.45;15920.33;16,386.06;15,299.65;23.20B;1.18%
May 28, 2015;15,912.95;16953.60;17,153.80;15,909.10;31.53B;-6.19%
May 27, 2015;16,963.52;16988.90;17,061.92;16,610.78;26.24B;0.36%
May 26, 2015;16,903.47;16456.23;16,904.15;16,397.50;26.87B;3.38%
May 25, 2015;16,351.06;15894.14;16,368.91;15,810.15;24.33B;1.90%
